"SITECODE","loss_year","pixel_count","year","disturbed_ha"
"DE6109303",5,235.504882048815,2005,21.1954393843934
"DE6109303",6,217.289354460314,2006,19.5560419014283
"DE6109303",7,764.204379308387,2007,68.7783941377548
"DE6109303",8,400.692144735149,2008,36.0622930261634
"DE6109303",9,346.746328416701,2009,31.2071695575031
"DE6109303",10,861.557123342995,2010,77.5401411008695
"DE6109303",11,200.169190869317,2011,18.0152271782386
"DE6109303",12,1006.20955695998,2012,90.5588601263979
"DE6109303",13,157.632975459099,2013,14.1869677913189
"DE6109303",14,132.768994743237,2014,11.9492095268914
"DE6109303",15,82.0000007384845,2015,7.38000006646361
"DE6109303",16,89.9573323130608,2016,8.09615990817547
"DE6109303",17,176.265802882612,2017,15.8639222594351
"DE6109303",18,101.48649578914,2018,9.13378462102264
"DE6109303",19,240.547546726186,2019,21.6492792053567
"DE6109303",20,1226.54255748168,2020,110.388830173351
"DE6109303",21,344.556086565892,2021,31.0100477909303
"DE6109303",22,75.0715466737747,2022,6.75643920063972
"DE6109303",23,720.961314383894,2023,64.8865182945505
"DE6113301",12,3,2012,0.27
"DE2327301",1,9,2001,0.81
"DE2327301",4,4,2004,0.36
"DE2327301",5,15,2005,1.35
"DE2327301",6,4,2006,0.36
"DE2327301",7,2,2007,0.18
"DE2327301",8,15.1213636398315,2008,1.36092272758484
"DE2327301",9,7,2009,0.63
"DE2327301",10,16,2010,1.44
"DE2327301",11,4,2011,0.36
"DE2327301",14,2,2014,0.18
"DE2327301",15,8,2015,0.72
"DE2327301",16,104,2016,9.36
"DE2327301",17,3,2017,0.27
"DE2327301",18,1,2018,0.09
"DE2327301",19,6,2019,0.54
"DE2327301",21,19,2021,1.71
"DE2327301",22,6,2022,0.54
"DE2327302",1,1,2001,0.09
"DE2327302",2,9,2002,0.81
"DE2327302",5,21,2005,1.89
"DE2327302",6,3,2006,0.27
"DE2327302",10,19,2010,1.71
"DE2327302",14,0.510538756847382,2014,0.0459484881162643
"DE2327302",17,2,2017,0.18
"DE2327302",18,4,2018,0.36
"DE6407309",1,15,2001,1.35
"DE6407309",3,2.29514584690332,2003,0.206563126221299
"DE6407309",4,21.4836955666542,2004,1.93353260099888
"DE6407309",5,8.97304213047028,2005,0.807573791742325
"DE6407309",6,29.7083596587181,2006,2.67375236928463
"DE6407309",7,10,2007,0.9
"DE6407309",8,43.2518131415127,2008,3.89266318273614
"DE6407309",10,33.824473080691,2010,3.04420257726219
"DE6407309",12,5,2012,0.45
"DE6407309",13,1,2013,0.09
"DE6407309",14,11.7214407324791,2014,1.05492966592312
"DE6407309",16,9.5288787484169,2016,0.857599087357521
"DE6407309",17,1,2017,0.09
"DE6407309",18,1,2018,0.09
"DE6407309",19,67.0585294365883,2019,6.03526764929295
"DE6407309",20,32.567690089345,2020,2.93109210804105
"DE6407309",21,69.8580213158857,2021,6.28722191842971
"DE6407309",22,24.3498868048191,2022,2.19148981243372
"DE6407309",23,248.843443745223,2023,22.3959099370701
"DE2328354",1,5,2001,0.45
"DE2328354",5,3,2005,0.27
"DE2328354",7,5,2007,0.45
"DE2328354",8,9,2008,0.81
"DE2328354",10,2,2010,0.18
"DE2328354",11,1,2011,0.09
"DE2328354",15,2,2015,0.18
"DE2328354",17,4,2017,0.36
"DE2328354",18,13,2018,1.17
"DE2328354",19,16,2019,1.44
"DE2328354",21,3,2021,0.27
"DE2328354",22,9,2022,0.81
"DE2328491",1,3.14597180485725,2001,0.283137462437153
"DE2328491",2,0.155924841761589,2002,0.014033235758543
"DE2328491",3,2,2003,0.18
"DE2328491",4,9.06303993612528,2004,0.815673594251275
"DE2328491",5,9.64358514547348,2005,0.867922663092613
"DE2328491",6,4.94767796993256,2006,0.44529101729393
"DE2328491",7,8.48811603337526,2007,0.763930443003774
"DE2328491",8,7,2008,0.63
"DE2328491",9,4,2009,0.36
"DE2328491",10,31.4459127299488,2010,2.83013214569539
"DE2328491",11,2,2011,0.18
"DE2328491",12,1.07204628642648,2012,0.0964841657783836
"DE2328491",13,2,2013,0.18
"DE2328491",14,17,2014,1.53
"DE2328491",15,1,2015,0.09
"DE2328491",16,7,2016,0.63
"DE2328491",17,6,2017,0.54
"DE2328491",18,9.49416540563107,2018,0.854474886506796
"DE2328491",19,24.2442715663929,2019,2.18198444097536
"DE2328491",20,0.932769894599915,2020,0.0839492905139923
"DE2328491",21,8,2021,0.72
"DE2328491",22,15,2022,1.35
"DE2328491",23,6,2023,0.54
"DE2328355",1,1,2001,0.09
"DE2328355",11,0.180124625563622,2011,0.0162112163007259
"DE2328355",14,1,2014,0.09
"DE2328355",19,1,2019,0.09
"DE2328381",15,1,2015,0.09
"DE2328401",1,3,2001,0.27
"DE2328401",5,3,2005,0.27
"DE2328401",7,5,2007,0.45
"DE2328401",8,8,2008,0.72
"DE2328401",10,2,2010,0.18
"DE2328401",11,1,2011,0.09
"DE2328401",15,1,2015,0.09
"DE2328401",17,3,2017,0.27
"DE2328401",18,11,2018,0.99
"DE2328401",19,13,2019,1.17
"DE2328401",21,3,2021,0.27
"DE2328401",22,7,2022,0.63
"DE6617341",3,2.15172763168812,2003,0.193655486851931
"DE6617341",4,6.16887102276087,2004,0.555198392048478
"DE6617341",5,5,2005,0.45
"DE6617341",6,17,2006,1.53
"DE6617341",7,18.3532147482038,2007,1.65178932733834
"DE6617341",8,16.9828518033028,2008,1.52845666229725
"DE6617341",9,9.66943101980723,2009,0.870248791782651
"DE6617341",10,19.5415155887604,2010,1.75873640298843
"DE6617341",11,3,2011,0.27
"DE6617341",12,5.77773755788803,2012,0.519996380209923
"DE6617341",13,2,2013,0.18
"DE6617341",14,3,2014,0.27
"DE6617341",15,54,2015,4.86
"DE6617341",17,54,2017,4.86
"DE6617341",18,1.49729037284851,2018,0.134756133556366
"DE6617341",19,8.92755490541458,2019,0.803479941487312
"DE6617341",20,43.8090417340863,2020,3.94281375606777
"DE6617341",21,27.9242179393768,2021,2.51317961454391
"DE6617341",22,31.9974735379219,2022,2.87977261841297
"DE6617341",23,26.907557785511,2023,2.42168020069599
"DE2329301",9,5,2009,0.45
"DE2329301",21,1,2021,0.09
"DE2329351",4,1,2004,0.09
"DE2329351",13,1,2013,0.09
"DE6619341",1,0.972717106342316,2001,0.0875445395708084
"DE6619341",7,3,2007,0.27
"DE6619341",10,0.320082426071167,2010,0.028807418346405
"DE6619341",12,0.217010259628296,2012,0.0195309233665466
"DE6619341",20,0.465092331171036,2020,0.0418583098053932
"DE6619341",21,1,2021,0.09
"DE6620341",1,1,2001,0.09
"DE6620341",2,0.681134521961212,2002,0.0613021069765091
"DE6620341",3,1.0577986240387,2003,0.0952018761634827
"DE6620341",4,29.027908731252,2004,2.61251178581268
"DE6620341",5,16.8612846070901,2005,1.51751561463811
"DE6620341",6,20,2006,1.8
"DE6620341",7,0.869228068739176,2007,0.0782305261865258
"DE6620341",8,31.6269058585167,2008,2.8464215272665
"DE6620341",9,39,2009,3.51
"DE6620341",10,58.464372843504,2010,5.26179355591536
"DE6620341",11,2,2011,0.18
"DE6620341",12,4,2012,0.36
"DE6620341",14,7,2014,0.63
"DE6620341",20,5.3467279933393,2020,0.481205519400537
"DE6620341",21,19.1974185109138,2021,1.72776766598225
"DE6620341",22,29.0613506194204,2022,2.61552155574784
"DE6620341",23,72.2119700461626,2023,6.49907730415463
"DE6620342",1,5.81959444284439,2001,0.523763499855995
"DE6620342",4,14.1092809438705,2004,1.26983528494835
"DE6620342",5,2,2005,0.18
"DE6620342",6,9.98390859365463,2006,0.898551773428917
"DE6620342",7,7,2007,0.63
"DE6620342",8,33,2008,2.97
"DE6620342",9,3,2009,0.27
"DE6620342",10,7.97524547576904,2010,0.717772092819214
"DE6620342",11,5,2011,0.45
"DE6620342",12,2,2012,0.18
"DE6620342",16,6,2016,0.54
"DE6620342",18,4,2018,0.36
"DE6620342",19,6,2019,0.54
"DE6620342",20,4.99374598264694,2020,0.449437138438225
"DE6620342",21,4,2021,0.36
"DE6620342",22,54.9826353788376,2022,4.94843718409538
"DE6620342",23,131.264643485658,2023,11.8138179137092
"DE6622341",1,15.8803207874298,2001,1.42922887086868
"DE6622341",2,1,2002,0.09
"DE6622341",4,27.5961266458035,2004,2.48365139812231
"DE6622341",5,2,2005,0.18
"DE6622341",6,19,2006,1.71
"DE6622341",7,33,2007,2.97
"DE6622341",8,11,2008,0.99
"DE6622341",9,9.25736504793167,2009,0.83316285431385
"DE6622341",10,3,2010,0.27
"DE6622341",11,12,2011,1.08
"DE6622341",13,2,2013,0.18
"DE6622341",14,4.40822800993919,2014,0.396740520894527
"DE6622341",15,5,2015,0.45
"DE6622341",17,6.76873390376568,2017,0.609186051338911
"DE6622341",20,14.7270613908768,2020,1.32543552517891
"DE6622341",21,20.4328551590443,2021,1.83895696431398
"DE6622341",22,14,2022,1.26
"DE6622341",23,21.5987242460251,2023,1.94388518214226
"DE6623341",1,14.2682647705078,2001,1.2841438293457
"DE6623341",4,8.67799759376794,2004,0.781019783439115
"DE6623341",5,3,2005,0.27
"DE6623341",7,11.684589445591,2007,1.05161305010319
"DE6623341",8,8,2008,0.72
"DE6623341",9,17.6499881744385,2009,1.58849893569946
"DE6623341",10,7.3107824716717,2010,0.657970422450453
"DE6623341",11,1.00466514145955,2011,0.0904198627313599
"DE6623341",13,12.5868584513664,2013,1.13281726062298
"DE6623341",14,11.6954923463054,2014,1.05259431116749
"DE6623341",15,6,2015,0.54
"DE6623341",18,1,2018,0.09
"DE6623341",19,23,2019,2.07
"DE6623341",20,11.1235439600423,2020,1.00111895640381
"DE6623341",21,6.83668047189713,2021,0.615301242470741
"DE6623341",23,3,2023,0.27
"DE6624401",1,0.754522860050201,2001,0.0679070574045181
"DE6624401",4,0.139418080449104,2004,0.0125476272404194
"DE6624401",5,1.23384547233582,2005,0.111046092510223
"DE6624401",6,1.43930500745773,2006,0.129537450671196
"DE6624401",8,1.28319665789604,2008,0.115487699210644
"DE6624401",10,1.17476535774767,2010,0.105728882197291
"DE6624401",11,3.27894650399685,2011,0.295105185359716
"DE6624401",13,0.0736996174382512,2013,0.0066329655694426
"DE6624401",14,0.447067004628479,2014,0.0402360304165632
"DE6624401",16,0.0202215127646923,2016,0.00181993614882231
"DE6624401",19,1.17796069383621,2019,0.106016462445259
"DE6624401",20,1.76279634237289,2020,0.15865167081356
"DE6624401",21,0.997851848602295,2021,0.0898066663742065
"DE6624401",22,0.108315132558346,2022,0.00974836193025112
"DE6625341",1,26.7488867044449,2001,2.40739980340004
"DE6625341",4,1,2004,0.09
"DE6625341",5,38.2894675657153,2005,3.44605208091438
"DE6625341",6,32.2549683153629,2006,2.90294714838266
"DE6625341",7,14.7367119193077,2007,1.32630407273769
"DE6625341",8,27.8244179487228,2008,2.50419761538506
"DE6625341",9,5.61123982071877,2009,0.505011583864689
"DE6625341",11,2,2011,0.18
"DE6625341",12,3.53632813692093,2012,0.318269532322884
"DE6625341",13,9,2013,0.81
"DE6625341",14,28.3495408892632,2014,2.55145868003368
"DE6625341",18,2,2018,0.18
"DE6625341",20,11.0085157779977,2020,0.990766420019791
"DE6625341",21,7.10976671427488,2021,0.63987900428474
"DE6625341",23,0.00457372749224305,2023,0.000411635474301875
"DE2330353",6,1,2006,0.09
"DE2330353",7,5.86879485845566,2007,0.528191537261009
"DE2330353",11,2,2011,0.18
"DE2330353",17,1,2017,0.09
"DE2330353",19,5,2019,0.45
"DE2330353",20,2,2020,0.18
"FI1100206",1,1,2001,0.09
"FI1100206",2,0.0721741393208504,2002,0.00649567253887653
"FI1100206",5,3.24975638836622,2005,0.29247807495296
"FI1100206",6,1,2006,0.09
"FI1100206",11,7.06630647741258,2011,0.635967582967132
"FI1100206",13,8,2013,0.72
"FI1100206",14,0.0319706611335278,2014,0.0028773595020175
"FI1100206",17,7.05416995286942,2017,0.634875295758247
"FI1100206",18,16,2018,1.44
"FI1100206",19,2.2737483382225,2019,0.204637350440025
"DE2329391",5,1,2005,0.09
"DE2329391",7,5.15106818079948,2007,0.463596136271954
"DE2329391",10,9.36376094818115,2010,0.842738485336304
"DE2329391",11,0.311049580574036,2011,0.0279944622516632
"DE2329391",12,2.26643727719784,2012,0.203979354947805
"DE2329391",17,4,2017,0.36
"DE2329391",18,3.98778241872787,2018,0.358900417685509
"DE2329391",19,3.13113452494144,2019,0.28180210724473
"DE2329391",21,12,2021,1.08
"DE2329391",22,1.59945684671402,2022,0.143951116204262
"DE2330391",3,11.7558957338333,2003,1.058030616045
"DE2330391",4,1.96766763925552,2004,0.177090087532997
"DE2330391",5,5,2005,0.45
"DE2330391",6,6,2006,0.54
"DE2330391",7,4,2007,0.36
"DE2330391",9,5,2009,0.45
"DE2330391",10,9,2010,0.81
"DE2330391",11,4.29724007844925,2011,0.386751607060432
"DE2330391",12,4,2012,0.36
"DE2330391",14,27,2014,2.43
"DE2330391",15,2,2015,0.18
"DE2330391",17,2,2017,0.18
"DE2330391",18,2,2018,0.18
"DE2330391",19,4,2019,0.36
"DE2330391",21,13,2021,1.17
"DE2330391",23,6,2023,0.54
"DE2331306",1,2,2001,0.18
"DE2331306",5,3,2005,0.27
"DE2331306",11,6,2011,0.54
"DE2331306",12,24.7025318108499,2012,2.22322786297649
"DE2331306",13,10.8276304602623,2013,0.974486741423607
"DE2331306",14,2,2014,0.18
"DE2331306",17,5,2017,0.45
"DE2331306",21,50.947977989912,2021,4.58531801909208
"DE2331306",22,3.98491209745407,2022,0.358642088770866
"DE2331393",1,1,2001,0.09
"DE2331393",4,2,2004,0.18
"DE2331393",5,7.98290026187897,2005,0.718461023569107
"DE2331393",7,5,2007,0.45
"DE2331393",8,14,2008,1.26
"DE2331393",9,2,2009,0.18
"DE2331393",11,1,2011,0.09
"DE2331393",12,1,2012,0.09
"DE2331393",15,3,2015,0.27
"DE2331393",16,1.28773318231106,2016,0.115895986407995
"DE2331393",20,0.193456158041954,2020,0.0174110542237759
"DE2331393",22,1.06970805674791,2022,0.0962737251073122
"DE2331394",2,12.4810740444809,2002,1.12329666400328
"DE2331394",3,6,2003,0.54
"DE2331394",4,1,2004,0.09
"DE2331394",5,23,2005,2.07
"DE2331394",6,11.8765407800674,2006,1.06888867020607
"DE2331394",7,7,2007,0.63
"DE2331394",8,11.9895372390747,2008,1.07905835151672
"DE2331394",9,10.711919253692,2009,0.964072732832283
"DE2331394",10,10,2010,0.9
"DE2331394",11,6,2011,0.54
"DE2331394",12,8.96690672636032,2012,0.807021605372429
"DE2331394",13,2,2013,0.18
"DE2331394",14,22,2014,1.98
"DE2331394",15,1.14493936300278,2015,0.10304454267025
"DE2331394",16,21,2016,1.89
"DE2331394",18,0.0707690864801407,2018,0.00636921778321266
"DE2331394",19,3,2019,0.27
"DE2331394",20,22.1931066066027,2020,1.99737959459424
"DE2331394",21,50.7972745931587,2021,4.57175471338428
"DE2331394",22,14.14409917593,2022,1.2729689258337
"DE2331471",1,41,2001,3.69
"DE2331471",2,2,2002,0.18
"DE2331471",3,3,2003,0.27
"DE2331471",4,21,2004,1.89
"DE2331471",5,53.5015726089478,2005,4.8151415348053
"DE2331471",6,6,2006,0.54
"DE2331471",7,3,2007,0.27
"DE2331471",8,33,2008,2.97
"DE2331471",9,19.8421523571014,2009,1.78579371213913
"DE2331471",10,31.15417802101,2010,2.8038760218909
"DE2331471",11,17,2011,1.53
"DE2331471",12,57.134666915983,2012,5.14212002243847
"DE2331471",13,40,2013,3.6
"DE2331471",14,28,2014,2.52
"DE2331471",15,10,2015,0.9
"DE2331471",16,24,2016,2.16
"DE2331471",17,15.7404002547264,2017,1.41663602292538
"DE2331471",19,55,2019,4.95
"DE2331471",20,68,2020,6.12
"DE2331471",21,130.9414255952,2021,11.784728303568
"DE2331471",22,57,2022,5.13
"DE2331471",23,30,2023,2.7
"DE2331491",1,9,2001,0.81
"DE2331491",2,26,2002,2.34
"DE2331491",3,44,2003,3.96
"DE2331491",4,85.5578649640083,2004,7.70020784676075
"DE2331491",5,81.1079471076373,2005,7.29971523968736
"DE2331491",6,23.4273224771023,2006,2.10845902293921
"DE2331491",7,43.3541198372841,2007,3.90187078535557
"DE2331491",8,50,2008,4.5
"DE2331491",9,95.9029052853584,2009,8.63126147568226
"DE2331491",10,45,2010,4.05
"DE2331491",11,23.2613260746002,2011,2.09351934671402
"DE2331491",12,19.4133103117347,2012,1.74719792805612
"DE2331491",13,7.93438889365643,2013,0.714095000429079
"DE2331491",14,81.468132019043,2014,7.33213188171387
"DE2331491",15,15,2015,1.35
"DE2331491",16,43.9703311175108,2016,3.95732980057597
"DE2331491",17,39,2017,3.51
"DE2331491",18,3,2018,0.27
"DE2331491",19,18.6127674314193,2019,1.67514906882774
"DE2331491",20,78.4088920829818,2020,7.05680028746836
"DE2331491",21,214.416216755286,2021,19.2974595079757
"DE2331491",22,46,2022,4.14
"DE2331491",23,26.4575318694115,2023,2.38117786824703
"DE2332301",4,32.5399711336941,2004,2.92859740203246
"DE2332301",10,9.94750225543976,2010,0.895275202989578
"DE2332301",11,1,2011,0.09
"DE2332301",12,1,2012,0.09
"DE2332301",16,5,2016,0.45
"DE2332301",17,8,2017,0.72
"DE2332301",19,4,2019,0.36
"DE2334306",1,0.228813916444778,2001,0.0205932524800301
"DE2334306",12,0.287201821804047,2012,0.0258481639623642
"DE6627301",1,0.811262488365173,2001,0.0730136239528656
"DE6627301",5,0.439164668321609,2005,0.0395248201489449
"DE6627301",8,1.55662077665329,2008,0.140095869898796
"DE6627301",11,2.38429060578346,2011,0.214586154520512
"DE6627301",12,2.65331069752574,2012,0.238797962777317
"DE2334302",12,0.647438235580921,2012,0.0582694412022829
"DE2334302",20,1.21060514962301,2020,0.108954463466071
"DE2335301",5,0.797974728047848,2005,0.0718177255243063
"DE2335301",17,0.0208134986460209,2017,0.00187321487814188
"DE2335301",21,1,2021,0.09
"DE6627371",1,0.974218666553497,2001,0.0876796799898148
"DE6627371",2,0.87615692615509,2002,0.0788541233539581
"DE6627371",5,4.53164957463741,2005,0.407848461717367
"DE6627371",6,4,2006,0.36
"DE6627371",8,5.99919724464417,2008,0.539927752017975
"DE6627371",9,0.0856755375862122,2009,0.00771079838275909
"DE6627371",10,2,2010,0.18
"DE6627371",11,0.0124650374054909,2011,0.00112185336649418
"DE6627371",12,1,2012,0.09
"DE6627371",13,1.0734658241272,2013,0.0966119241714478
"DE6627471",1,1.97642914950848,2001,0.177878623455763
"DE6627471",5,7.7298168130219,2005,0.695683513171971
"DE6627471",6,4,2006,0.36
"DE6627471",7,0.378770247101784,2007,0.0340893222391605
"DE6627471",8,8.44511640071869,2008,0.760060476064682
"DE6627471",9,0.32166463136673,2009,0.0289498168230057
"DE6627471",10,2,2010,0.18
"DE6627471",11,0.0407670475542545,2011,0.00366903427988291
"DE6627471",12,1,2012,0.09
"DE6627471",13,0.0410807728767395,2013,0.00369726955890656
"DE6628371",1,0.00608724588528275,2001,0.000547852129675448
"DE6628371",5,11.1105688214302,2005,0.999951193928719
"DE6628371",6,5.00962704792619,2006,0.450866434313357
"DE6628371",7,6.08868391811848,2007,0.547981552630663
"DE6628371",8,1.43119159340858,2008,0.128807243406773
"DE6628371",9,0.493877738714218,2009,0.0444489964842796
"DE6628371",19,0.077630989253521,2019,0.00698678903281689
"DE6628371",20,1.11482110619545,2020,0.10033389955759
"DE6628371",21,2.61158060398884,2021,0.235042254358996
"DE6628371",22,0.830564200878143,2022,0.0747507780790329
"DE6628371",23,0.724463105201721,2023,0.0652016794681549
"DE6628372",1,2.83241177548189,2001,0.25491705979337
"DE6628372",4,9.76978984475136,2004,0.879281086027622
"DE6628372",5,54.1176214814186,2005,4.87058593332767
"DE6628372",6,75.2165949828923,2006,6.7694935484603
"DE6628372",7,25.2680714745075,2007,2.27412643270567
"DE6628372",8,25.480831024237,2008,2.29327479218133
"DE6628372",10,6.62314572930336,2010,0.596083115637302
"DE6628372",11,6.03549638390541,2011,0.543194674551487
"DE6628372",14,2,2014,0.18
"DE6628372",15,1.83327186852694,2015,0.164994468167424
"DE6628372",16,0.360552877187729,2016,0.0324497589468956
"DE6628372",17,19.8802157640457,2017,1.78921941876411
"DE6628372",18,4,2018,0.36
"DE6628372",19,1.99537569284439,2019,0.179583812355995
"DE6628372",20,40.9462105039274,2020,3.68515894535347
"DE6628372",21,9.44963693412137,2021,0.850467324070924
"DE6628372",22,6,2022,0.54
"DE6628373",6,7.88275271654129,2006,0.709447744488716
"DE6628373",21,9.37567846477032,2021,0.843811061829329
"DE2334304",9,1.7864548265934,2009,0.160780934393406
"DE2339402",1,175.059640914784,2001,15.7553676823305
"DE2339402",2,280.995574355125,2002,25.2896016919613
"DE2339402",3,114,2003,10.26
"DE2339402",4,382.869081169367,2004,34.458217305243
"DE2339402",5,1088.36494133878,2005,97.9528447204898
"DE2339402",6,723.174894869328,2006,65.0857405382395
"DE2339402",7,882.40020672977,2007,79.4160186056793
"DE2339402",8,675.041901379824,2008,60.7537711241841
"DE2339402",9,1098.67833863886,2009,98.881050477497
"DE2339402",10,206.853379160166,2010,18.6168041244149
"DE2339402",11,562.661338951439,2011,50.6395205056295
"DE2339402",12,273.548595964909,2012,24.6193736368418
"DE2339402",13,196.81286358973,2013,17.7131577230757
"DE2339402",14,269.745080828667,2014,24.27705727458
"DE2339402",15,447.666202649474,2015,40.2899582384527
"DE2339402",16,603.929025623947,2016,54.3536123061553
"DE2339402",17,525.08263131461,2017,47.2574368183149
"DE2339402",18,332.791882162914,2018,29.9512693946622
"DE2339402",19,829.830813914537,2019,74.6847732523084
"DE2339402",20,832.898998498917,2020,74.9609098649025
"DE2339402",21,613,2021,55.17
"DE2339402",22,388.491280764341,2022,34.9642152687907
"DE2339402",23,302,2023,27.18
"DE2341302",4,6.45673200488091,2004,0.581105880439281
"DE2341302",6,3,2006,0.27
"DE2341302",7,3.56871065869927,2007,0.321183959282935
"DE2341302",9,1.76183545589447,2009,0.158565191030502
"DE2341302",10,1,2010,0.09
"DE2341302",11,3.39330071210861,2011,0.305397064089775
"DE2341302",23,2,2023,0.18
"DE2343301",6,10.5905693769455,2006,0.953151243925095
"DE2344401",1,6,2001,0.54
"DE2344401",2,2,2002,0.18
"DE2344401",3,2,2003,0.18
"DE2344401",4,6,2004,0.54
"DE2344401",5,9,2005,0.81
"DE2344401",6,12,2006,1.08
"DE2344401",7,31,2007,2.79
"DE2344401",8,8,2008,0.72
"DE2344401",9,10,2009,0.9
"DE2344401",10,11,2010,0.99
"DE2344401",11,33.9187242984772,2011,3.05268518686295
"DE2344401",12,6.63770580291748,2012,0.597393522262573
"DE2344401",14,9,2014,0.81
"DE2344401",15,5,2015,0.45
"DE2344401",16,30,2016,2.7
"DE2344401",17,39.9958528280258,2017,3.59962675452232
"DE2344401",18,29,2018,2.61
"DE2344401",19,70,2019,6.3
"DE2344401",20,45.4699365198612,2020,4.09229428678751
"DE2344401",21,82.0729421079159,2021,7.38656478971243
"DE2344401",22,162.633358716965,2022,14.6370022845268
"DE2344401",23,30,2023,2.7
"DE2345304",17,1,2017,0.09
"DE2345304",23,10.4916226863861,2023,0.94424604177475
"DE2347401",1,19,2001,1.71
"DE2347401",2,6.33841390162706,2002,0.570457251146436
"DE2347401",4,10.1536284536123,2004,0.913826560825109
"DE2347401",5,20,2005,1.8
"DE2347401",6,18.5300369858742,2006,1.66770332872868
"DE2347401",7,3,2007,0.27
"DE2347401",8,37,2008,3.33
"DE2347401",9,26.9595388174057,2009,2.42635849356651
"DE2347401",10,16.3317005038261,2010,1.46985304534435
"DE2347401",11,60.2893935143948,2011,5.42604541629553
"DE2347401",12,68,2012,6.12
"DE2347401",13,3,2013,0.27
"DE2347401",14,45,2014,4.05
"DE2347401",16,2,2016,0.18
"DE2347401",17,25.135882275179,2017,2.26222940476611
"DE2347401",18,0.0193441286683083,2018,0.00174097158014774
"DE2347401",19,18,2019,1.62
"DE2347401",21,3,2021,0.27
"DE2347401",22,63.1891035425288,2022,5.68701931882759
"DE2347401",23,7.60026913136244,2023,0.684024221822619
"DE2336301",1,3.63317114114761,2001,0.326985402703285
"DE2336301",2,2,2002,0.18
"DE2336301",3,2,2003,0.18
"DE2336301",4,12.9796124696732,2004,1.16816512227058
"DE2336301",5,14.4013452231884,2005,1.29612107008696
"DE2336301",6,4.73394006490707,2006,0.426054605841637
"DE2336301",7,10.1227185577154,2007,0.911044670194387
"DE2336301",8,0.0193071831017733,2008,0.00173764647915959
"DE2336301",9,0.271075248718262,2009,0.0243967723846436
"DE2336301",11,1,2011,0.09
"DE2336301",20,13,2020,1.17
"DE2336301",21,5,2021,0.45
"FR4100179",1,4.57397437095642,2001,0.411657693386078
"FR4100179",6,15,2006,1.35
"FR4100179",10,2.92570275068283,2010,0.263313247561455
"DE2342301",4,9,2004,0.81
"DE2342301",9,2.72094193100929,2009,0.244884773790836
"DE2342301",11,2.2289617061615,2011,0.200606553554535
"DE2342301",13,7,2013,0.63
"DE2342301",19,8.60735708475113,2019,0.774662137627602
"DE2342301",20,20,2020,1.8
"DE2342301",21,11,2021,0.99
"DE2342301",23,2.29018704406917,2023,0.206116833966225
"DE2344301",1,2,2001,0.18
"DE2344301",21,1,2021,0.09
"DE2344301",23,18,2023,1.62
"DE2346301",1,1,2001,0.09
"DE2346301",2,1,2002,0.09
"DE2346301",4,22,2004,1.98
"DE2346301",7,1,2007,0.09
"DE2346301",8,3,2008,0.27
"DE2346301",9,3,2009,0.27
"DE2346301",11,2,2011,0.18
"DE2346301",16,11,2016,0.99
"DE2346301",17,11.9627491235733,2017,1.0766474211216
"DE2346301",21,9,2021,0.81
"DE2346301",22,40.8036690503359,2022,3.67233021453023
"DE2346301",23,14,2023,1.26
"DE2348301",1,10,2001,0.9
"DE2348301",2,1,2002,0.09
"DE2348301",5,13.0242200195789,2005,1.1721798017621
"DE2348301",6,2.93083712458611,2006,0.263775341212749
"DE2348301",8,31,2008,2.79
"DE2348301",11,4,2011,0.36
"DE2348301",12,77,2012,6.93
"DE2348301",13,2,2013,0.18
"DE2348301",14,51,2014,4.59
"DE2348301",16,1.16451339423656,2016,0.104806205481291
"DE2348301",17,4.66428518295288,2017,0.419785666465759
"DE2348301",22,15.7201851122081,2022,1.41481666009873
"DE2348302",1,2,2001,0.18
"DE2348302",2,1,2002,0.09
"DE2348302",4,1,2004,0.09
"DE2348302",6,2,2006,0.18
"DE2348302",8,1,2008,0.09
"DE2348302",9,1,2009,0.09
"DE2348302",11,8,2011,0.72
"DE2350302",5,1,2005,0.09
"DE2350401",1,307.610404741019,2001,27.6849364266917
"DE2350401",2,93.33111937996,2002,8.3998007441964
"DE2350401",3,31,2003,2.79
"DE2350401",4,63,2004,5.67
"DE2350401",5,321.89090102911,2005,28.9701810926199
"DE2350401",6,112,2006,10.08
"DE2350401",7,222.534611238167,2007,20.028115011435
"DE2350401",8,103.586969733238,2008,9.32282727599144
"DE2350401",9,99.0097684003413,2009,8.91087915603072
"DE2350401",10,219.964666157961,2010,19.7968199542165
"DE2350401",11,297.794676173478,2011,26.8015208556131
"DE2350401",12,194.450443774927,2012,17.5005399397435
"DE2350401",13,55,2013,4.95
"DE2350401",14,64.7656656503677,2014,5.8289099085331
"DE2350401",15,308.637397171929,2015,27.7773657454737
"DE2350401",16,326.392541602254,2016,29.3753287442029
"DE2350401",17,129.080905603245,2017,11.617281504292
"DE2350401",18,167.727597415447,2018,15.0954837673903
"DE2350401",19,175.171962963417,2019,15.7654766667075
"DE2350401",20,183.010373123921,2020,16.4709335811529
"DE2350401",21,194.963367175311,2021,17.546703045778
"DE2350401",22,519.254920244217,2022,46.7329428219795
"DE2350401",23,295.06138217861,2023,26.5555243960749
"DE2408331",9,0.377707004547119,2009,0.0339936304092407
"DE2408331",19,0.213158503174782,2019,0.0191842652857304
"DE2408331",20,0.965071875602007,2020,0.0868564688041806
