COUNTRY,NAME_1,SITECODE,disturbed_ha_inside,percent_disturbed_site
Hungary,Komárom-Esztergom,HUDI20030,631.320382973573,14.308932801369053
Hungary,Komárom-Esztergom,HUDI20020,140.914730081632,6.762756614483754
Hungary,Nógrád,HUBN20051,85.107407111203,7.2743247918282155
Hungary,Nógrád,HUBN20055,64.973188767708,9.145366297032744
Hungary,Nógrád,HUBN20056,57.0177837234177,3.067432582307317
Hungary,Pest,HUDI10002,1549.79792113512,4.095389320387296
Hungary,Pest,HUDI20008,1006.65667331121,4.51862909313885
Hungary,Pest,HUDI20039,737.795383526612,3.8484793700259203
Hungary,Somogy,HUDD10008,3916.54405715313,14.469850082029895
Hungary,Somogy,HUDD20063,3521.39856684312,22.324599239826735
Hungary,Somogy,HUDD10013,2011.04116769951,14.045996196314256
Hungary,Szabolcs-Szatmár-Bereg,HUHN20001,1223.10901026132,8.184930557121303
Hungary,Szabolcs-Szatmár-Bereg,HUHN10008,704.94200889338,7.507556651092749
Hungary,Szabolcs-Szatmár-Bereg,HUHN10001,642.870798166322,1.8612314030985635
Hungary,Tolna,HUDD20032,2450.46563736488,14.854354567799138
Hungary,Tolna,HUDD20040,509.776324231555,12.556326353805572
Hungary,Tolna,HUDD20023,470.481374986462,7.478170709994281
Hungary,Vas,HUON10001,2110.90044053919,7.861921848617147
Hungary,Vas,HUON20018,2005.36022809184,7.361592399344078
Hungary,Vas,HUON20008,355.969590170386,4.618875362238522
Hungary,Veszprém,HUBF30001,1015.25328178626,6.437668094868133
Hungary,Veszprém,HUBF20001,381.468382886028,2.829988000615123
Hungary,Veszprém,HUBF20004,256.64611988185,7.517878573064605
Hungary,Zala,HUBF20046,1386.10762781042,19.244548751385324
Hungary,Zala,HUBF20035,609.75207464597,5.863285777737342
Hungary,Zala,HUBF20039,474.596439067755,13.87310291152359
Ireland,Carlow,IE0000770,174.337801117187,4.8362180297222
Ireland,Cavan,IE0000584,214.967694197455,3.2560708348783933
Ireland,Cavan,IE0000007,10.3745665008455,0.3014083729247899
Ireland,Cavan,IE0004049,3.44759343981743,0.2425103794789897
Ireland,Clare,IE0004168,6150.94930693523,15.700590655671167
Ireland,Clare,IE0002312,32.9499501750222,2.532321866517168
Ireland,Clare,IE0004058,18.6142669041781,0.21220683608049784
Ireland,Donegal,IE0002047,67.0967913726241,0.3056272542705588
Ireland,Donegal,IE0004039,62.6108195951139,0.2892743602130649
Ireland,Donegal,IE0002301,53.6424813797813,1.4239231099445147
Ireland,Dublin,IE0000202,8.11294709801674,3.1665215472053214
Ireland,Dublin,IE0001209,2.06874708116055,1.6712840835051919
Ireland,Dublin,IE0000204,0.09,0.033599700096426904
Ireland,Dublin,IE0004069,0.09,0.021540243074491035
Ireland,Galway,IE0002031,74.0100083394194,0.646929587456896
Ireland,Galway,IE0002350,30.8053661708269,14.488909548324733
Ireland,Galway,IE0000261,19.7565682151389,26.32082609079887
Ireland,Kerry,IE0000365,581.818983843978,1.3348982746153342
Ireland,Kerry,IE0002185,124.284855827593,2.2619629022587526
Ireland,Kerry,IE0000375,112.425731399652,1.1929996105728087
Ireland,Kildare,IE0000396,6.67631280526053,3.9076127572779993
Ireland,Kildare,IE0001398,2.45569917936343,5.111234915760203
Ireland,Kildare,IE0002331,2.15163335591554,0.5528923909417005
Ireland,Kilkenny,IE0002162,54.7765195886222,0.5603003804500933
Ireland,Kilkenny,IE0004233,3.39116877551013,1.0097906583729905
Ireland,Kilkenny,IE0000849,0.0968783064186573,0.08802379691172386
Ireland,Laois,IE0004160,3283.72699155452,23.10025429577929
Ireland,Laois,IE0000412,131.693630077471,4.32923819970021
Ireland,Laois,IE0002332,13.9955321640149,14.329957727404441
Ireland,Leitrim,IE0002032,53.6031363866929,1.8565773236363887
Ireland,Leitrim,IE0000623,11.3108519487742,0.2841215084990216
Ireland,Leitrim,IE0001976,10.8905797277739,0.49102428105087753
Ireland,Limerick,IE0004161,5000.74541429982,12.877154211457837
Ireland,Limerick,IE0002036,19.8759057564964,4.4073001448899545
Ireland,Limerick,IE0002037,2.94240183421411,4.63626136829164
Ireland,Longford,IE0000440,27.8926267745742,0.2527326045108638
Ireland,Longford,IE0004101,14.6889655710384,1.4120165190522898
Ireland,Longford,IE0001818,14.3513673897833,1.3977734892045164
Ireland,Louth,IE0000453,38.4284790237893,1.6259705294217879
Ireland,Louth,IE0004091,0.09,0.05243990887029516
Ireland,Louth,IE0002306,0,0
Ireland,Louth,IE0004078,0,0
Ireland,Louth,IE0001459,0,0
Ireland,Mayo,IE0000534,86.2097416834317,0.4283810890142309
Ireland,Mayo,IE0001922,81.4273266488733,1.1410642663504682
Ireland,Mayo,IE0004098,62.1509472635627,0.3170898395402877
Ireland,Meath,IE0002203,13.6361924005766,56.76725258331909
Ireland,Meath,IE0002299,3.90319360231573,0.2598315127291025
Ireland,Meath,IE0004065,0.450723724082345,0.036805399781325965
Ireland,Monaghan,IE0004167,257.024440846816,11.164871366632731
Ireland,NA,IE0004162,366.262123817895,12.06175089112383
Ireland,NA,IE0002170,43.1223352527879,0.6924814502748401
Ireland,NA,IE0000090,19.5302041943092,2.2519044863664113
Ireland,Offaly,IE0000216,21.6978456014957,0.5143241892263624
Ireland,Offaly,IE0004096,21.3199315115623,0.5112394428372101
Ireland,Offaly,IE0000566,5.85,2.324997319057328
Ireland,Roscommon,IE0004097,19.5576939719031,0.7327837110167337
Ireland,Roscommon,IE0002338,10.634960754903,5.679015058367789
Ireland,Roscommon,IE0000614,7.72894417583942,4.683515876800399
Ireland,Sligo,IE0002006,13.7342865322601,0.1866160422413645
