X,SITECODE,forest_ha_inside,forest_ha_buffer,disturbed_ha_inside,disturbed_ha_buffer,undisturbed_ha_inside,undisturbed_ha_buffer,member_state
122,CZ0715024,0.600637621879578,236.796833496094,0,14.6734008733928,0.600637621879578,222.123432622701,CZ
123,CZ0720013,33.102770690918,509.58228515625,1.47322319537401,0.869308742880821,31.629547495544,508.712976413369,CZ
124,CZ0720016,143.67375,814.27552734375,6.76497249573469,18.8988548254967,136.908777504265,795.376672518253,CZ
125,CZ0720033,799.155439453125,1715.48103515625,105.071710560516,298.671602705298,694.083728892609,1416.80943245095,CZ
126,CZ0720153,424.139282226562,1025.06625,49.6808903718553,2.9908632516861,374.458391854707,1022.07538674831,CZ
127,CZ0720185,35.2921755981445,493.263193359375,0.393923670196964,93.1978364040982,34.8982519279476,400.065356955277,CZ
128,CZ0720190,162.538461914063,710.743798828125,14.1758316218387,123.683974622333,148.362630292224,587.059824205792,CZ
129,CZ0720192,414.577924804687,1030.82616210937,38.390774445581,128.766781395867,376.187150359106,902.059380713508,CZ
130,CZ0720420,407.604594726562,1277.6150390625,47.1187134018805,66.68248998906,360.485881324682,1210.93254907344,CZ
131,CZ0720422,809.888291015625,1879.7642578125,63.0927541277558,57.4650051631895,746.795536887869,1822.29925264931,CZ
132,CZ0720428,1008.15890625,1751.8721484375,56.5311988951425,131.326280438219,951.627707354857,1620.54586799928,CZ
133,CZ0720435,612.940297851562,1247.32098632812,41.5445300143899,104.252173755595,571.395767837173,1143.06881257253,CZ
134,CZ0210731,3.41288669586182,297.074597167969,0.106815084352711,78.5131686141283,3.30607161150911,218.56142855384,CZ
135,CZ0210732,3.9947957611084,304.207734375,0.020844489634037,42.3621028785658,3.97395127147436,261.845631496434,CZ
136,CZ0723758,0.0225386345386505,218.537666015625,0,5.10502302171662,0.0225386345386505,213.432642993908,CZ
137,DE1522301,15.2135842895508,361.824147949219,0,2.16,15.2135842895508,359.664147949219,DE
138,DE1631304,9.16905212402344,337.975092773437,0,0.0569579207897186,9.16905212402344,337.918134852648,DE
139,CZ0211011,1091.69173828125,1416.10420898437,93.0748818340525,2.6394870642107,998.616856447198,1413.46472192016,CZ
140,CZ0212006,10.7902262878418,478.373686523438,0.149096662158117,36.6256261519343,10.6411296256837,441.748060371503,CZ
141,CZ0212008,2.24173553466797,266.158674316406,0.446474320739508,32.7088638822734,1.79526121392846,233.449810434133,CZ
142,CZ0720437,336.013461914062,1265.92954101563,8.74638003193773,46.7800572552485,327.267081882125,1219.14948376038,CZ
143,CZ0212001,2.90865200042725,266.993701171875,0,19.4927173996344,2.90865200042725,247.500983772241,CZ
144,CZ0212004,4.59707313537598,320.163684082031,0.0120454157888889,6.8234121386492,4.58502771958709,313.340271943382,CZ
145,DE1728351,8.65150817871094,330.343154296875,0,0.18,8.65150817871094,330.163154296875,DE
146,DE2142301,515.456015625,1266.96172851563,2.43,0.18,513.026015625,1266.78172851562,DE
147,CZ0212010,1.93540803909302,264.565327148438,0.129659336954355,1.05489096701145,1.80574870213866,263.510436181426,CZ
148,CZ0212019,96.6343469238281,643.298422851562,7.59217208275571,32.7932911357284,89.0421748410724,610.505131715834,CZ
149,CZ0212020,21.6444946289063,538.559428710937,0.396863263224077,95.5323736236895,21.2476313656822,443.027055087248,CZ
150,CZ0212021,6.34949890136719,344.918671875,0,19.8898653834552,6.34949890136719,325.028806491545,CZ
151,CZ0212024,8.26073547363281,345.928688964844,3.76526068376538,62.0551703256368,4.49547478986744,283.873518639207,CZ
152,CZ0212022,5.64490310668945,291.805246582031,0.798947871923447,7.48044293940067,4.84595523476601,284.324803642631,CZ
153,CZ0212023,0.335979681015015,284.874345703125,0,0.54,0.335979681015015,284.334345703125,CZ
154,CZ0720441,125.208687744141,781.491884765625,7.03866842383286,78.5581638266472,118.170019320308,702.933720938978,CZ
155,CZ0721023,15651.8071875,5689.6660546875,1341.46878016192,738.156910549716,14310.3384073381,4951.50914413778,CZ
156,CZ0721024,3587.99484375,2544.56595703125,1237.12757863204,658.148329987965,2350.86726511796,1886.41762704329,CZ
157,CZ0722199,62.2997094726562,492.756723632813,1.4001435566938,53.6687511928084,60.8995659159624,439.087972440004,CZ
158,CZ0722201,2.089918384552,260.945112304687,0.0933101922646165,13.8006364810467,1.99660819228739,247.144475823641,CZ
159,CZ0723012,0.291285603046417,229.355266113281,0,11.9793988298625,0.291285603046417,217.375867283419,CZ
160,CZ0723020,9.98469360351562,443.662822265625,0,0,9.98469360351562,443.662822265625,CZ
161,CZ0723024,37.8300476074219,447.019936523437,0.014157592356205,0.45,37.8158900150657,446.569936523437,CZ
162,CZ0213001,9.85985664367676,358.166953125,0.875780634284019,3.7125538762752,8.98407600939274,354.454399248725,CZ
163,DE2314431,165.642670898438,707.599028320313,2.88,1.08249459436163,162.762670898438,706.516533725951,DE
164,DE2317302,174.537542724609,891.9298828125,1.26,4.37531669318676,173.277542724609,887.554566119313,DE
165,DE2317331,2.48314807891846,281.838449707031,0,0.99,2.48314807891846,280.848449707031,DE
166,CZ0213006,1.26738967895508,286.874384765625,0.0452851134538651,23.0154218888283,1.22210456550121,263.858962876797,CZ
167,CZ0213008,0.800830879211426,245.241079101562,0,2.12632189393043,0.800830879211426,243.114757207632,CZ
168,CZ0213009,346.591669921875,5719.4919140625,4.08418873767718,435.998231754684,342.507481184198,5283.49368230782,CZ
169,CZ0213013,11.7261502075195,321.689553222656,0,4.54572185323075,11.7261502075195,317.143831369425,CZ
170,CZ0810035,190.511520996094,914.73345703125,3.33469231545925,33.8829328554275,187.176828680635,880.850524175823,CZ
171,CZ0213015,26.4624993896484,428.019916992188,0,13.900538585186,26.4624993896484,414.119378407002,CZ
172,CZ0213017,4.76280395507812,290.9098828125,0.0885831713676453,4.83019200805575,4.67422078371048,286.079690804444,CZ
173,CZ0213029,3.11502605438232,273.620368652344,0.09,3.87690370729426,3.02502605438232,269.743464945049,CZ
174,CZ0810036,87.8237017822266,664.109165039063,3.74264666676521,6.31165667284281,84.0810551154614,657.79750836622,CZ
175,CZ0810424,17.8336862182617,355.835148925781,0.901426675692201,0.855714164972305,16.9322595425695,354.979434760809,CZ
176,CZ0810425,1.38606914520264,247.44814453125,0,1.14732994258404,1.38606914520264,246.300814588666,CZ
177,CZ0811020,5492.0366015625,5424.3249609375,41.5600378449453,19.3867853712064,5450.47656371756,5404.93817556629,CZ
178,CZ0811021,1796.3560546875,5211.657421875,14.9565831756592,52.9324296552851,1781.39947151184,5158.72499221972,CZ
179,CZ0811022,22339.355625,9309.746953125,3129.50829190403,1265.46703490801,19209.847333096,8044.27991821699,CZ
180,CZ0213028,6.20470252990723,381.266762695312,0.247746398448944,1.71,5.95695613145828,379.556762695312,CZ
181,DE1626325,0.0279196581244469,237.145583496094,0,0.36,0.0279196581244469,236.785583496094,DE
182,CZ0213038,17.8088475036621,451.824125976563,0.00222484577447176,14.2023785473971,17.8066226578876,437.621747429165,CZ
183,CZ0213039,98.0635583496094,1510.19455078125,0.00956566795706749,1.18686126708984,98.0539926816523,1509.00768951416,CZ
184,CZ0213043,18.0370541381836,381.722783203125,0.00791974380612373,11.5441954249889,18.0291343943775,370.178587778136,CZ
185,DE1626352,4.37166389465332,316.564167480469,0,0.45,4.37166389465332,316.114167480469,DE
186,DE1627321,404.13638671875,2700.17578125,0.179015103578567,2.58514839746989,403.957371615171,2697.59063285253,DE
187,DE1627322,4.63067825317383,300.524282226562,0,0.9,4.63067825317383,299.624282226563,DE
188,DE1627391,20.7105015563965,433.587568359375,0,1.08,20.7105015563965,432.507568359375,DE
189,CZ0213051,54.0923950195313,461.125151367188,0.742726857215166,2.54352270483971,53.3496681623161,458.581628662348,CZ
190,CZ0213063,7.21404945373535,345.614194335937,0,7.2774211370945,7.21404945373535,338.336773198843,CZ
191,CZ0213064,46.9822082519531,539.49287109375,4.74361025243998,42.1786141696014,42.2385979995131,497.314256924149,CZ
192,CZ0213067,34.7938027954102,1948.46255859375,2.06774305588449,280.320293850162,32.7260597395257,1668.14226474359,CZ
193,CZ0213068,176.327248535156,6296.4478125,2.71950004627011,606.029102485092,173.607748488886,5690.41871001491,CZ
194,CZ0213069,1.97094366073608,1073.74262695312,0.0147948755789548,40.3953425949511,1.95614878515713,1033.34728435817,CZ
195,CZ0213070,14.8679928588867,884.6518359375,0,2.01841296136379,14.8679928588867,882.633422976136,CZ
196,CZ0213076,13.869141998291,1050.83833007812,0.630814447190788,70.0079927572421,13.2383275511002,980.830337320883,CZ
197,CZ0213083,233.914438476563,877.45798828125,0.27,0.81,233.644438476562,876.64798828125,CZ
198,CZ0213086,271.65638671875,845.0117578125,56.3779202895239,89.0458074304667,215.278466429226,755.965950382033,CZ
199,CZ0213600,0.675482540130615,246.689736328125,0,2.27419310997007,0.675482540130615,244.415543218155,CZ
200,DE1628302,1406.67583007813,1721.800546875,2.68742650840664,9.831565425843,1403.98840356972,1711.96898144916,DE
201,CZ0213065,18.844015045166,447.48791015625,0.0884009367227554,3.67033489678055,18.7556141084433,443.817575259469,CZ
202,CZ0213066,14.6823513793945,358.929645996094,0.00317889176309109,8.3823431906104,14.6791724876314,350.547302805483,CZ
203,DE1628491,2049.1470703125,2493.1001953125,8.22574250041391,10.4474067887664,2040.92132781209,2482.65278852373,DE
204,DE1629320,131.958061523437,1849.1347265625,0,4.77,131.958061523437,1844.3647265625,DE
205,DE1629391,760.1670703125,2836.76150390625,0.190221658162773,7.50724318015071,759.976848654337,2829.2542607261,DE
206,CZ0213071,2.31796983718872,269.045837402344,0,4.34665291719138,2.31796983718872,264.699184485152,CZ
207,CZ0213077,7.60480773925781,332.76216796875,5.24191818329561,90.3535454772911,2.3628895559622,242.408622491459,CZ
208,DE2450302,14.3219888305664,421.448159179687,0.09,11.2405948381126,14.2319888305664,410.207564341575,DE
209,DE2451301,1111.8280078125,1558.67220703125,31.6081672669295,89.5598206616627,1080.21984054557,1469.11238636959,DE
210,CZ0213072,48.5426678466797,570.956088867188,3.53093811750412,5.05275130220689,45.0117297291756,565.903337564981,CZ
211,CZ0213611,0,217.725249023437,0,9.89374232389033,0,207.831506699547,CZ
212,CZ0213612,0.0156109553575516,217.51453125,0,47.463597022451,0.0156109553575516,170.050934227549,CZ
213,CZ0213613,0.00515375398099422,215.859858398437,0,2.07,0.00515375398099422,213.789858398438,CZ
214,CZ0213615,0.0127240937948227,216.303002929687,0,15.9411612916025,0.0127240937948227,200.361841638085,CZ
215,CZ0213620,0.226286644935608,253.090041503906,0.0271297636628151,26.3909199884881,0.199156881272793,226.699121515418,CZ
216,DE1823301,397.956489257813,2301.3734765625,1.1283287910372,4.28825880222022,396.828160466775,2297.08521776028,DE
217,CZ0213078,10.5720240783691,345.418461914063,0,6.38344404092641,10.5720240783691,339.035017873136,CZ
218,DE1823304,280.496403808594,3021.8023828125,0,7.95637237429619,280.496403808594,3013.8460104382,DE
219,DE1823401,1502.675859375,4809.3437109375,11.2487136338413,16.8085383705958,1491.42714574116,4792.5351725669,DE
220,DE1826302,28.0876821899414,449.407836914062,0,0,28.0876821899414,449.407836914062,DE
221,DE1828302,184.904406738281,1273.86993164063,0,1.55670574396849,184.904406738281,1272.31322589666,DE
222,DE1828392,3941.401640625,5730.6955078125,4.1325574063063,22.9215097347647,3937.26908321869,5707.77399807774,DE
223,DE1828491,3300.1330078125,3879.3139453125,1.31549571659882,18.3499288932863,3298.8175120959,3860.96401641921,DE
224,CZ0213081,5.64013229370117,296.055856933594,0,0.928582882583141,5.64013229370117,295.127274051011,CZ
225,CZ0213082,7.2147388458252,375.1456640625,0.09,24.0863342999015,7.1247388458252,351.059329762598,CZ
226,DE2530301,22.6024873352051,395.590473632813,0,6.84131444100291,22.6024873352051,388.74915919181,DE
227,CZ0213084,5.19132740020752,287.320913085937,0,8.03045937404036,5.19132740020752,279.290453711897,CZ
228,CZ0213512,2.33978096008301,274.687316894531,0,19.9361722197551,2.33978096008301,254.751144674776,CZ
229,CZ0213602,0.307489621639252,236.688310546875,0,0.48658617451787,0.307489621639252,236.201724372357,CZ
230,DE2611331,16.6992022705078,383.475366210938,0,6.09761518277228,16.6992022705078,377.377751028165,DE
231,DE2611401,1474.37279296875,3487.981640625,0.36,3.15710920353042,1474.01279296875,3484.82453142147,DE
232,DE2616331,6.74120338439941,1475.42009765625,0,0.09,6.74120338439941,1475.33009765625,DE
233,CZ0213621,20.3291949462891,406.127153320313,0,2.40230305373669,20.3291949462891,403.724850266576,CZ
234,CZ0213626,0.0120793752372265,217.437341308594,0,0.45,0.0120793752372265,216.987341308594,CZ
235,DE2024308,50.5964025878906,1069.03037109375,0.362783483276143,20.1839766970463,50.2336191046145,1048.8463943967,DE
236,CZ0213629,0.0044231866300106,213.521616210938,0,12.4987749234214,0.0044231866300106,201.022841287516,CZ
237,DE1523353,35.5114407348633,436.303520507812,0,4.75782155200839,35.5114407348633,431.545698955804,DE
238,CZ0213777,2.52979997634888,283.2929296875,0,7.52995614793268,2.52979997634888,275.762973539567,CZ
239,CZ0213779,323.260246582031,1096.6700390625,12.5292070763838,19.8986704713106,310.731039505648,1076.77136859119,CZ
240,CZ0213783,7.66848175048828,307.175756835937,0,22.8671305413544,7.66848175048828,284.308626294583,CZ
241,CZ0213784,14.9171292114258,378.678120117188,0,2.7,14.9171292114258,375.978120117188,CZ
242,CZ0213787,44.9811145019531,448.166865234375,1.59575772520155,71.2630699288426,43.3853567767516,376.903795305532,CZ
243,CZ0213792,127.138776855469,601.991279296875,5.55602221397683,3.77488732874393,121.582754641492,598.216391968131,CZ
244,CZ0213802,116.287789306641,789.5499609375,4.13537678985391,20.1935084271908,112.152412516787,769.356452510309,CZ
245,CZ0213814,1.10287593841553,802.349033203125,0.062578268602956,100.084604055559,1.04029766981257,702.264429147566,CZ
246,CZ0213817,0.468671736717224,436.353046875,0,20.7283672307991,0.468671736717224,415.624679644201,CZ
247,CZ0213818,6.94678848266602,647.98734375,0.0471416275156662,78.3782873265862,6.89964685515035,569.609056423414,CZ
248,CZ0213785,13.1038824462891,336.504067382812,0,12.2873870711434,13.1038824462891,324.216680311669,CZ
249,DE2751302,13.6971125793457,375.142807617187,0,0,13.6971125793457,375.142807617187,DE
250,DE2751421,25178.6278125,13403.19234375,626.937195453425,113.509281082473,24551.6906170466,13289.6830626675,DE
251,DE2752302,316.27072265625,1865.54900390625,15.8225127562881,0.523019063472748,300.448209899962,1865.02598484278,DE
252,DE2809331,7692.35765625,25936.6584375,91.9499215291102,405.325660508962,7600.40773472089,25531.332776991,DE
