SITECODE,forest_ha_inside,forest_ha_buffer
BG0002104,549.0733447265625,969.18697265625
CY3000006,113.58310913085937,597.256435546875
CY3000008,181.62138427734374,767.03484375
CY3000009,37.47713653564453,946.9828125
CY2000001,51.68521362304688,642.206953125
CZ0212025,6.094741744995117,332.87185546875
CZ0714772,632.425166015625,2112.889921875
CY3000007,109.22552490234375,606.46798828125
CY3000011,3.2745932006835936,287.450859375
CY4000001,1248.317841796875,1742.49439453125
CY4000002,1697.57876953125,2562.0619921875
CY4000003,1046.730498046875,4895.380546875
CY4000004,528.7036376953125,1007.710048828125
CY4000005,358.3337036132813,1871.57126953125
CY4000006,113.27944702148437,553.2528955078125
CY4000007,3245.411953125,4519.7012109375
CY4000008,187.528974609375,1977.485625
CY4000009,68.58231262207032,1057.915986328125
CY4000010,12680.1365625,9838.076484375
CY4000013,63.81412536621094,508.7681982421875
CY4000014,3.29907039642334,328.52722412109375
CY4000024,507045.195,32891.8415625
CZ0213610,0.6907024240493774,243.04185791015624
CY5000002,76.83112243652344,718.93494140625
CY5000004,5632.6580859375,3355.5491015625
CY5000005,1195.9871484375,1565.94322265625
CY5000006,344.43758056640627,1349.53734375
CY5000008,2249.559140625,2503.51189453125
CY5000009,1219.73677734375,3246.0901171875
CY5000010,5758.430625,6086.89546875
CY5000011,2143.64865234375,3983.366953125
CY6000002,1114.65140625,2079.599765625
CY6000003,365.3382568359375,1019.001884765625
CY6000004,1350.87609375,1662.35185546875
CY6000005,89.7204638671875,921.759169921875
CY6000007,1105.5251953125,1742.02541015625
CY6000008,2415.4062890625,3779.5960546875
CY6000009,2012.6548828125,2377.84939453125
CY5000003,32.10589050292969,450.45509765625
CY6000001,9.388620071411133,387.669990234375
CZ0310009,1.8925716590881347,254.509892578125
CY5000007,76.98276123046875,887.9537109375
CY6000006,85.87463928222657,580.5275537109375
CY6000010,38.498818359375,395.17083984375
CY6000011,36.00140899658203,390.08390625
CZ0110040,49.883499755859376,521.4436962890625
CZ0110050,63.47494995117187,852.918046875
CZ0110142,109.09923706054687,699.19892578125
CZ0110154,30.76482238769531,1124.29001953125
CZ0113005,23.54064971923828,429.6806103515625
CZ0113773,38.05503112792969,481.083662109375
CZ0114001,82.61665466308594,601.76091796875
CZ0210010,102.39786254882813,701.06084472656255
CZ0210022,128.06884643554687,808.708974609375
CZ0210027,204.38009033203124,701.445673828125
CZ0210028,102.85298217773438,1433.229873046875
CZ0110049,1.6188890075683593,346.0928466796875
CZ0113001,1.1449209594726562,265.3116064453125
CZ0313119,2.8544291496276855,287.00123291015626
CZ0323143,5.294561462402344,292.89041015625
CZ0323637,4.6263987896963955e-5,218.4668701171875
CZ0113002,7.186309661865234,312.3120849609375
CZ0323645,0.022437614500522614,215.10087890625
CZ0412069,0.334474618434906,229.29391845703125
CZ0424140,8.33517951965332,335.17790771484374
CZ0522129,8.902829360961913,312.8156103515625
CZ0210003,1.5036115264892578,293.6993774414062
CZ0210011,11.944682006835938,324.9313330078125
CZ0210008,21.62017364501953,362.854423828125
CZ0523675,0.24924832820892334,233.97677490234375
CZ0533310,5.5359328079223635,335.35997314453124
CZ0210023,3.4699053955078125,306.7038720703125
CZ0210043,111.61810546875,1452.34107421875
CZ0210029,6.9932112121582035,368.5716870117187
CZ0210047,140.1181787109375,1061.55861328125
CZ0210053,162.94550537109376,1499.4720703125
CZ0210054,117.24255615234375,816.1790625
CZ0210058,18.088323211669923,410.753056640625
CZ0210062,20.657378540039062,539.3964990234375
CZ0210066,12.09462615966797,451.5698583984375
CZ0210100,63.186146850585935,788.08236328125
CZ0210101,3164.991328125,4881.9230859375
CZ0210105,120.97508422851563,876.2354296875
CZ0210107,43.4629248046875,577.659638671875
CZ0210109,178.54837646484376,888.7651171875
CZ0210111,18.002011871337892,549.5763427734375
CZ0210034,7.625792999267578,433.025419921875
CZ0210044,2.52252290725708,272.5034545898437
CZ0210056,7.247279663085937,315.18650390625
CZ0612136,0.1716955268383026,230.16814453125
CZ0622162,3.544651565551758,319.3158911132812
CZ0210064,1.9748299026489258,267.82051025390626
CZ0210118,1.2336977005004883,264.4823583984375
CZ0210173,0.7109695816040039,250.15335205078125
CZ0623010,6.017492752075196,290.42360595703127
CZ0623359,1.8681569480895996,259.6541748046875
CZ0210113,14.744984436035157,384.0268798828125
CZ0210114,20.438173828125,365.05395263671875
CZ0210150,67.60724304199219,523.242685546875
CZ0210152,208.713076171875,1391.591337890625
CZ0210172,34.49485656738281,432.6209912109375
CZ0210175,928.91162109375,2096.941640625
CZ0210186,661.1178515625,2316.95490234375
CZ0210409,19.755992889404297,392.6275927734375
CZ0210421,84.481787109375,556.0223291015625
CZ0210713,17.56919723510742,892.074111328125
CZ0210714,44.135859375,563.089658203125
CZ0210721,0.5384461212158204,239.46857666015626
CZ0210729,29.93075958251953,624.810322265625
CZ0210153,31.58268035888672,457.449345703125
CZ0210704,2.441452732086182,268.4233740234375
CZ0210719,1.817724723815918,265.0759716796875
CZ0210726,2.1780412673950194,268.4700659179687
CZ0623711,0.005718929618597031,218.0400732421875
CZ0623793,9.239311752319336,336.9428173828125
CZ0210708,73.76361328125,690.3860888671875
CZ0213004,1.8606392097473146,259.1830151367187
CZ0213005,1.580182113647461,263.45080810546875
CZ0210720,2.5103461074829103,315.0109423828125
CZ0713725,0.0568337881565094,222.5564208984375
CZ0713745,0.022302323877811434,226.12963623046875
CZ0715024,0.6006376218795776,236.79683349609374
CZ0720013,33.10277069091797,509.58228515625
CZ0720016,143.67375,814.27552734375
CZ0720033,799.155439453125,1715.48103515625
CZ0720153,424.1392822265625,1025.06625
CZ0720185,35.29217559814453,493.263193359375
CZ0720190,162.5384619140625,710.743798828125
CZ0720192,414.5779248046875,1030.826162109375
CZ0720420,407.6045947265625,1277.6150390625
CZ0720422,809.888291015625,1879.7642578125
CZ0720428,1008.15890625,1751.8721484375
CZ0720435,612.9402978515625,1247.320986328125
CZ0210731,3.4128866958618165,297.07459716796876
CZ0210732,3.9947957611083984,304.207734375
CZ0723758,0.02253863453865051,218.537666015625
DE1522301,15.21358428955078,361.82414794921874
DE1631304,9.1690521240234375,337.9750927734375
CZ0211011,1091.69173828125,1416.104208984375
CZ0212006,10.790226287841797,478.3736865234375
CZ0212008,2.241735534667969,266.15867431640623
CZ0720437,336.0134619140625,1265.929541015625
CZ0212001,2.9086520004272463,266.993701171875
CZ0212004,4.597073135375976,320.16368408203124
DE1728351,8.651508178710937,330.343154296875
DE2142301,515.456015625,1266.961728515625
CZ0212010,1.9354080390930175,264.5653271484375
CZ0212019,96.63434692382812,643.2984228515625
CZ0212020,21.64449462890625,538.5594287109375
CZ0212021,6.349498901367188,344.918671875
CZ0212024,8.260735473632813,345.92868896484373
CZ0212022,5.644903106689453,291.80524658203126
CZ0212023,0.33597968101501463,284.874345703125
CZ0720441,125.20868774414062,781.491884765625
CZ0721023,15651.8071875,5689.6660546875
CZ0721024,3587.99484375,2544.56595703125
CZ0722199,62.29970947265625,492.7567236328125
CZ0722201,2.0899183845520017,260.9451123046875
CZ0723012,0.29128560304641726,229.35526611328126
CZ0723020,9.984693603515625,443.662822265625
CZ0723024,37.830047607421875,447.0199365234375
CZ0213001,9.859856643676757,358.166953125
DE2314431,165.6426708984375,707.5990283203125
DE2317302,174.53754272460938,891.9298828125
DE2317331,2.483148078918457,281.83844970703126
CZ0213006,1.267389678955078,286.874384765625
CZ0213008,0.8008308792114258,245.2410791015625
CZ0213009,346.591669921875,5719.4919140625
CZ0213013,11.726150207519531,321.68955322265623
CZ0810035,190.51152099609374,914.73345703125
CZ0213015,26.46249938964844,428.0199169921875
CZ0213017,4.762803955078125,290.9098828125
CZ0213029,3.1150260543823243,273.62036865234376
CZ0810036,87.82370178222656,664.1091650390625
CZ0810424,17.833686218261718,355.83514892578125
CZ0810425,1.3860691452026368,247.44814453125
CZ0811020,5492.0366015625,5424.3249609375
CZ0811021,1796.3560546875,5211.657421875
CZ0811022,22339.355625,9309.746953125
CZ0213028,6.204702529907227,381.2667626953125
DE1626325,0.02791965812444687,237.14558349609376
CZ0213038,17.808847503662108,451.8241259765625
CZ0213039,98.06355834960938,1510.19455078125
CZ0213043,18.037054138183592,381.722783203125
DE1626352,4.37166389465332,316.56416748046877
DE1627321,404.13638671875,2700.17578125
DE1627322,4.630678253173828,300.5242822265625
DE1627391,20.710501556396483,433.587568359375
CZ0213051,54.09239501953125,461.1251513671875
CZ0213063,7.214049453735352,345.6141943359375
CZ0213064,46.982208251953125,539.49287109375
CZ0213067,34.79380279541016,1948.46255859375
CZ0213068,176.32724853515626,6296.4478125
CZ0213069,1.970943660736084,1073.742626953125
CZ0213070,14.86799285888672,884.6518359375
CZ0213076,13.869141998291015,1050.838330078125
CZ0213083,233.9144384765625,877.45798828125
CZ0213086,271.65638671875,845.0117578125
CZ0213600,0.6754825401306153,246.689736328125
DE1628302,1406.675830078125,1721.800546875
